transit_timestamp,station_complex_id,station_complex,borough,ridership,transfers,latitude,longitude,hour,day_of_week,month,is_weekend,congestion_level
2024-09-03 02:00:00,16,"8 St-NYU (R,W)",Manhattan,22.0,0,40.730328,-73.99263,2,1,9,0,Low
2024-09-03 02:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,72.0,0,40.732338,-74.000496,2,1,9,0,Low
2024-09-03 02:00:00,407,Astor Pl (6),Manhattan,26.0,0,40.730053,-73.99107,2,1,9,0,Low
2024-09-03 02:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,37.0,0,40.725914,-73.99466,2,1,9,0,Low
2024-09-03 03:00:00,16,"8 St-NYU (R,W)",Manhattan,11.0,0,40.730328,-73.99263,3,1,9,0,Low
2024-09-03 03:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,39.0,0,40.732338,-74.000496,3,1,9,0,Low
2024-09-03 03:00:00,407,Astor Pl (6),Manhattan,16.0,0,40.730053,-73.99107,3,1,9,0,Low
2024-09-03 03:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,17.0,0,40.725914,-73.99466,3,1,9,0,Low
2024-09-03 04:00:00,16,"8 St-NYU (R,W)",Manhattan,17.0,0,40.730328,-73.99263,4,1,9,0,Low
2024-09-03 04:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,36.0,4,40.732338,-74.000496,4,1,9,0,Low
2024-09-03 04:00:00,407,Astor Pl (6),Manhattan,9.0,0,40.730053,-73.99107,4,1,9,0,Low
2024-09-03 04:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,14.0,0,40.725914,-73.99466,4,1,9,0,Low
2024-09-03 05:00:00,16,"8 St-NYU (R,W)",Manhattan,17.0,0,40.730328,-73.99263,5,1,9,0,Low
2024-09-03 05:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,87.0,2,40.732338,-74.000496,5,1,9,0,Low
2024-09-03 05:00:00,407,Astor Pl (6),Manhattan,25.0,1,40.730053,-73.99107,5,1,9,0,Low
2024-09-03 05:00:00,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",Manhattan,42.0,0,40.725914,-73.99466,5,1,9,0,Low
2024-09-03 06:00:00,16,"8 St-NYU (R,W)",Manhattan,75.0,1,40.730328,-73.99263,6,1,9,0,Low
2024-09-03 06:00:00,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,301.0,17,40.732338,-74.000496,6,1,9,0,Medium
2024-09-03 06:00:00,407,Astor Pl (6),Manhattan,122.0,1,40.730053,-73.99107,6,1,9,0,Low
